,date,tmax,tmin,prec,sun,humidity,wind,date2
11455,1994-05-13,24.072727272727274,15.97272727272727,1.8181818181818181,9.455456845454545,85.68181818181819,1.0636363636363635,1994-05-13
11456,1994-05-14,23.645454545454548,16.054545454545455,5.590909090909091,8.948230009090908,87.9090909090909,0.5931818227272727,1994-05-14
11457,1994-05-15,23.5,14.372727272727273,13.236363636363636,12.116115254545456,82.6590909090909,0.7704545454545454,1994-05-15
11458,1994-05-16,26.00909090909091,13.754545454545456,7.2272727272727275,15.816243818181817,77.0,1.106818181818182,1994-05-16
11459,1994-05-17,27.872727272727275,13.745454545454544,0.05454545454545454,16.879464454545456,69.6590909090909,0.8250000045454545,1994-05-17
11460,1994-05-18,28.23,14.37,0.0,16.8900236,70.675,0.76000001,1994-05-18
11461,1994-05-19,28.619999999999997,14.040000000000001,0.0,17.585887,69.15,0.7,1994-05-19
11462,1994-05-20,25.6,14.418181818181818,2.081818181818182,10.344733,79.97727272727273,0.990909090909091,1994-05-20
11463,1994-05-21,27.91818181818182,15.090909090909092,0.16363636363636364,15.970543272727271,76.02272727272727,0.9909090818181819,1994-05-21
11464,1994-05-22,26.681818181818183,15.772727272727273,1.1363636363636365,11.824895936363635,81.11363636363636,0.8363636363636363,1994-05-22
11465,1994-05-23,28.145454545454548,16.545454545454547,1.1818181818181819,13.952770636363637,79.06818181818181,1.0772727363636363,1994-05-23
11466,1994-05-24,28.518181818181816,16.536363636363635,0.07272727272727274,13.963038854545454,79.02272727272727,1.1500000000000001,1994-05-24
11467,1994-05-25,29.58181818181818,16.272727272727273,6.5181818181818185,14.848030818181819,76.0,0.9772727272727273,1994-05-25
11468,1994-05-26,29.672727272727272,17.181818181818183,1.6,14.26325080909091,73.61363636363636,0.5909091,1994-05-26
11469,1994-05-27,27.44545454545454,16.527272727272727,1.8,10.985292681818182,83.88636363636364,0.9795454545454546,1994-05-27
11470,1994-05-28,27.3,16.96,6.17,14.02844,78.9,0.822499995,1994-05-28
